step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_null_weight_mean,eval_null_severity_corr,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.9166358113288879,0.0015859603881835938,,,,,,
2,0.7974518537521362,0.002969980239868164,,,,,,
3,0.8803974390029907,0.004169940948486328,,,,,,
4,0.8601750731468201,0.0054781436920166016,,,,,,
5,0.9484792351722717,0.007205009460449219,,,,,,
6,0.897764265537262,0.00857996940612793,,,,,,
7,0.7336934804916382,0.00975799560546875,,,,,,
8,0.9183956980705261,0.011152982711791992,,,,,,
9,0.8589358925819397,0.012544870376586914,,,,,,
10,1.0258533954620361,0.013681888580322266,0.4921875,0.5073843002319336,0.38732796907424927,-0.09198756515979767,0.6126720309257507,0.09198755770921707
11,0.8017160296440125,0.017724037170410156,,,,,,
12,0.8520273566246033,0.01924300193786621,,,,,,
13,0.9733486771583557,0.020461082458496094,,,,,,
14,0.7857818007469177,0.02180194854736328,,,,,,
15,0.7600889205932617,0.023121118545532227,,,,,,
16,0.7650235295295715,0.024611949920654297,,,,,,
17,0.8305108547210693,0.02590799331665039,,,,,,
18,0.8565278053283691,0.027179956436157227,,,,,,
19,0.8415758609771729,0.028398990631103516,,,,,,
20,0.8662844300270081,0.029591083526611328,0.5,0.49599236249923706,0.3835223913192749,-0.09368673712015152,0.6164775490760803,0.09368672966957092
21,0.8346298336982727,0.03352689743041992,,,,,,
22,0.9197753667831421,0.03487396240234375,,,,,,
23,0.749243438243866,0.036208152770996094,,,,,,
24,0.7936933040618896,0.03752279281616211,,,,,,
25,0.7702205777168274,0.03890204429626465,,,,,,
26,0.8647386431694031,0.040452003479003906,,,,,,
27,0.8148971796035767,0.041864871978759766,,,,,,
28,0.8178958892822266,0.04315686225891113,,,,,,
29,0.8193813562393188,0.044455766677856445,,,,,,
30,0.8702746629714966,0.04573416709899902,0.515625,0.48444679379463196,0.3797067701816559,-0.09604571014642715,0.6202932000160217,0.09604576975107193
31,0.7652432322502136,0.04961514472961426,,,,,,
32,0.8451388478279114,0.05101585388183594,,,,,,
33,0.864619791507721,0.05243492126464844,,,,,,
34,0.720533013343811,0.05374312400817871,,,,,,
35,0.7248503565788269,0.05508613586425781,,,,,,
36,0.7806088924407959,0.05646395683288574,,,,,,
37,0.8793370723724365,0.05789804458618164,,,,,,
38,0.797487735748291,0.059250831604003906,,,,,,
39,0.8356450796127319,0.060624122619628906,,,,,,
40,0.8439522385597229,0.06197190284729004,0.5234375,0.47354888916015625,0.3758651614189148,-0.09735940396785736,0.62413489818573,0.09735944867134094
41,0.7075876593589783,0.06569218635559082,,,,,,
42,0.9105411171913147,0.06705713272094727,,,,,,
43,0.8766183257102966,0.06845307350158691,,,,,,
44,0.7190091013908386,0.06986689567565918,,,,,,
45,0.7395224571228027,0.0712890625,,,,,,
46,0.7616968750953674,0.07289481163024902,,,,,,
47,0.8271576762199402,0.07453107833862305,,,,,,
48,0.788743793964386,0.07600998878479004,,,,,,
49,0.8374246954917908,0.07750082015991211,,,,,,
50,0.7444968223571777,0.07909488677978516,0.54296875,0.45810356736183167,0.37192487716674805,-0.09854640811681747,0.628075122833252,0.09854640066623688
