mse,rmse,mae,group0_mse,group1_mse,worst_group_mse,group_mse_gap
0.9318079948425293,0.965302050113678,0.8158442974090576,0.9349515438079834,0.9286149144172668,0.9349515438079834,0.006336629390716553
0.4679771661758423,0.6840885877609253,0.5596793293952942,0.4762984812259674,0.45952481031417847,0.4762984812259674,0.01677367091178894
0.2464599609375,0.4964473247528076,0.3742266297340393,0.23636534810066223,0.2567135691642761,0.2567135691642761,0.02034822106361389
0.222426176071167,0.4716207981109619,0.35107922554016113,0.21404798328876495,0.23093630373477936,0.23093630373477936,0.016888320446014404
0.2144303321838379,0.4630662202835083,0.34447991847991943,0.20679813623428345,0.2221827507019043,0.2221827507019043,0.01538461446762085
0.20205798745155334,0.4495086073875427,0.33046066761016846,0.19702322781085968,0.20717203617095947,0.20717203617095947,0.010148808360099792
0.18265356123447418,0.42737987637519836,0.30772870779037476,0.17401161789894104,0.19143161177635193,0.19143161177635193,0.01741999387741089
0.16660629212856293,0.4081743359565735,0.29391172528266907,0.15801604092121124,0.17533183097839355,0.17533183097839355,0.017315790057182312
0.15286937355995178,0.3909851312637329,0.29228469729423523,0.14562778174877167,0.1602250039577484,0.1602250039577484,0.014597222208976746
0.14275921881198883,0.37783491611480713,0.27740857005119324,0.13600243628025055,0.14962239563465118,0.14962239563465118,0.013619959354400635
0.1298801749944687,0.36038893461227417,0.2699306607246399,0.12509550154209137,0.1347402185201645,0.1347402185201645,0.00964471697807312
0.11968860030174255,0.345960408449173,0.26192474365234375,0.11525546759366989,0.12419155240058899,0.12419155240058899,0.008936084806919098
0.11096027493476868,0.33310699462890625,0.2506229877471924,0.10704794526100159,0.11493421345949173,0.11493421345949173,0.007886268198490143
0.10141262412071228,0.31845349073410034,0.24304905533790588,0.0989559069275856,0.103908009827137,0.103908009827137,0.004952102899551392
0.09142819046974182,0.30237093567848206,0.2287530153989792,0.0893368273973465,0.09355250000953674,0.09355250000953674,0.004215672612190247
0.08311981707811356,0.2883050739765167,0.21808280050754547,0.08136677742004395,0.08490046113729477,0.08490046113729477,0.003533683717250824
0.07594034820795059,0.2755727767944336,0.21033954620361328,0.074276402592659,0.07763049751520157,0.07763049751520157,0.003354094922542572
0.06812696158885956,0.26101142168045044,0.20194651186466217,0.06624047458171844,0.0700431764125824,0.0700431764125824,0.0038027018308639526
0.06318338215351105,0.25136303901672363,0.1925683319568634,0.06105773523449898,0.0653425082564354,0.0653425082564354,0.004284773021936417
0.06414951384067535,0.2532775402069092,0.19471484422683716,0.06218669191002846,0.06614324450492859,0.06614324450492859,0.003956552594900131
0.05565392225980759,0.2359108328819275,0.1848766803741455,0.05560983344912529,0.0556987039744854,0.0556987039744854,8.887052536010742e-05
0.05162547528743744,0.22721239924430847,0.1769506335258484,0.0512564592063427,0.05200029909610748,0.05200029909610748,0.0007438398897647858
0.051306191831827164,0.2265087068080902,0.17720751464366913,0.049214478582143784,0.053430844098329544,0.053430844098329544,0.0042163655161857605
0.04728371649980545,0.2174481898546219,0.17222772538661957,0.04613467678427696,0.048450857400894165,0.048450857400894165,0.0023161806166172028
0.04383300989866257,0.20936334133148193,0.1659049540758133,0.042483747005462646,0.04520352557301521,0.04520352557301521,0.0027197785675525665
0.04386048763990402,0.20942895114421844,0.1678342968225479,0.04246995970606804,0.045272909104824066,0.045272909104824066,0.0028029493987560272
0.040446698665618896,0.20111364126205444,0.16086027026176453,0.03880108892917633,0.042118221521377563,0.042118221521377563,0.003317132592201233
0.03860779106616974,0.1964886486530304,0.15702645480632782,0.037934429943561554,0.03929175063967705,0.03929175063967705,0.0013573206961154938
0.03678455948829651,0.19179300963878632,0.15322774648666382,0.03620647266507149,0.037371743470430374,0.037371743470430374,0.0011652708053588867
0.03746800869703293,0.19356654584407806,0.1542854607105255,0.03543385863304138,0.039534199982881546,0.039534199982881546,0.004100341349840164
0.03486397862434387,0.18671898543834686,0.14901049435138702,0.03316846489906311,0.03658619523048401,0.03658619523048401,0.0034177303314208984
0.032453395426273346,0.18014825880527496,0.14580205082893372,0.03110381029546261,0.03382423520088196,0.03382423520088196,0.0027204249054193497
0.03020652011036873,0.17380023002624512,0.13911938667297363,0.02866574376821518,0.03177156299352646,0.03177156299352646,0.0031058192253112793
0.028050240129232407,0.16748206317424774,0.1368655562400818,0.027416424825787544,0.028694039210677147,0.028694039210677147,0.0012776143848896027
0.027543656527996063,0.165962815284729,0.13437211513519287,0.027070237323641777,0.02802453376352787,0.02802453376352787,0.0009542964398860931
0.02709028124809265,0.1645912528038025,0.13520504534244537,0.026119576767086983,0.02807627245783806,0.02807627245783806,0.0019566956907510757
0.025335542857646942,0.1591714322566986,0.13069561123847961,0.025325700640678406,0.025345535948872566,0.025345535948872566,1.983530819416046e-05
0.025933586061000824,0.1610390841960907,0.13224372267723083,0.025540370494127274,0.02633299119770527,0.02633299119770527,0.0007926207035779953
0.025543298572301865,0.15982270240783691,0.1306762993335724,0.02483796700835228,0.026259737089276314,0.026259737089276314,0.0014217700809240341
0.024878771975636482,0.15773005783557892,0.12950116395950317,0.024854596704244614,0.024903323501348495,0.024903323501348495,4.8726797103881836e-05
0.02406100183725357,0.15511609613895416,0.12906360626220703,0.024415723979473114,0.023700691759586334,0.024415723979473114,0.0007150322198867798
0.024847107008099556,0.15762965381145477,0.1312570720911026,0.024703802540898323,0.024992669001221657,0.024992669001221657,0.00028886646032333374
0.022667258977890015,0.1505565047264099,0.12600600719451904,0.022762570530176163,0.022570444270968437,0.022762570530176163,0.00019212625920772552
0.0240816418081522,0.1551826149225235,0.12820500135421753,0.023974595591425896,0.024190375581383705,0.024190375581383705,0.00021577998995780945
0.023476243019104004,0.15321959555149078,0.12804952263832092,0.023862170055508614,0.023084241896867752,0.023862170055508614,0.0007779281586408615
0.023905523121356964,0.15461410582065582,0.12862883508205414,0.024251431226730347,0.02355416677892208,0.024251431226730347,0.0006972644478082657
0.023623866960406303,0.1537005752325058,0.12875981628894806,0.02350020967423916,0.023749470710754395,0.023749470710754395,0.0002492610365152359
0.023958012461662292,0.15478375554084778,0.12941968441009521,0.0238997433334589,0.024017201736569405,0.024017201736569405,0.00011745840311050415
0.02283293940126896,0.15110571682453156,0.12622344493865967,0.024410376325249672,0.021230660378932953,0.024410376325249672,0.003179715946316719
0.02296322211623192,0.15153621137142181,0.12551836669445038,0.022860193625092506,0.02306787297129631,0.02306787297129631,0.00020767934620380402
0.02222374826669693,0.14907631278038025,0.12455987185239792,0.022516723722219467,0.021926159039139748,0.022516723722219467,0.0005905646830797195
0.021979637444019318,0.14825531840324402,0.12415774166584015,0.02178163453936577,0.022180764004588127,0.022180764004588127,0.0003991294652223587
0.021837811917066574,0.14777621626853943,0.12484128028154373,0.022187259048223495,0.021482862532138824,0.022187259048223495,0.000704396516084671
0.021258831024169922,0.14580407738685608,0.12341705709695816,0.02157636359333992,0.02093629725277424,0.02157636359333992,0.0006400663405656815
0.021035991609096527,0.14503790438175201,0.12290763854980469,0.021465064957737923,0.02060016244649887,0.021465064957737923,0.0008649025112390518
0.021967478096485138,0.14821429550647736,0.1249527633190155,0.022885799407958984,0.021034691482782364,0.022885799407958984,0.0018511079251766205
0.02237975224852562,0.1495986431837082,0.12510520219802856,0.0233145859092474,0.02143019624054432,0.0233145859092474,0.0018843896687030792
0.020754000172019005,0.14406248927116394,0.12154800444841385,0.02152499184012413,0.019970867782831192,0.02152499184012413,0.0015541240572929382
0.021875957027077675,0.14790523052215576,0.12502367794513702,0.022367577999830246,0.0213765949010849,0.022367577999830246,0.000990983098745346
0.021756194531917572,0.14749981462955475,0.12406782805919647,0.022399665787816048,0.02110258862376213,0.022399665787816048,0.001297077164053917
0.020787831395864487,0.14417985081672668,0.12262674421072006,0.021383589133620262,0.020182687789201736,0.021383589133620262,0.0012009013444185257
0.020829791203141212,0.14432530105113983,0.1222398653626442,0.021314850077033043,0.020337097346782684,0.021314850077033043,0.0009777527302503586
0.02086765691637993,0.1444564163684845,0.12265830487012863,0.021025290712714195,0.020707542076706886,0.021025290712714195,0.00031774863600730896
0.021697893738746643,0.14730204641819,0.12418467551469803,0.021900178864598274,0.021492423489689827,0.021900178864598274,0.00040775537490844727
0.022074952721595764,0.14857642352581024,0.12391753494739532,0.021886976435780525,0.02226589247584343,0.02226589247584343,0.00037891604006290436
0.021196655929088593,0.14559070765972137,0.12267421931028366,0.02186041884124279,0.02052244171500206,0.02186041884124279,0.0013379771262407303
