step,train_loss,train_accuracy,top1_accuracy,top5_accuracy,learning_rate,grad_norm,step_time_sec,wall_clock_time_sec,examples_per_sec,peak_memory_mb,resistance_noise_corr,resistance_occlusion_corr
1,1.615037202835083,0.1875,0.1875,1.0,0.001,140.85116577148438,0.07285499572753906,0.0760488510131836,219.61431526036077,0.0,0.7600501179695129,-0.1486196666955948
2,1.6526031494140625,0.0625,0.0625,1.0,0.001,3.422633647918701,0.08528995513916016,0.16440105438232422,187.59536189102457,0.0,-0.3285932242870331,-0.373272180557251
3,1.6538219451904297,0.0,0.0,1.0,0.001,5.0348896980285645,0.06702327728271484,0.2351071834564209,238.72303248481055,0.0,0.26509636640548706,0.022762896493077278
4,1.619168758392334,0.1875,0.1875,1.0,0.001,2.7839951515197754,0.06767511367797852,0.3067798614501953,236.42368856790557,0.0,0.23078769445419312,-0.39711862802505493
5,1.6437379121780396,0.1875,0.1875,1.0,0.001,3.2146596908569336,0.06455397605895996,0.37520313262939453,247.85460132442503,0.0,0.5094267129898071,0.3077079951763153
6,1.589194893836975,0.375,0.375,1.0,0.001,2.036752462387085,0.06782293319702148,0.44655418395996094,235.9084051042289,0.0,0.5635598301887512,0.21907228231430054
7,1.6016401052474976,0.3125,0.3125,1.0,0.001,1.2969915866851807,0.06659197807312012,0.518714189529419,240.26918050747028,0.0,0.12214379012584686,-0.17219021916389465
8,1.5565201044082642,0.4375,0.4375,1.0,0.001,1.3448013067245483,0.07106399536132812,0.5932989120483398,225.1491760158892,0.0,0.26901760697364807,-0.19764386117458344
9,1.6120352745056152,0.1875,0.1875,1.0,0.001,0.7539942860603333,0.0712120532989502,0.6678481101989746,224.68106533639119,0.0,0.4447605013847351,-0.3692234754562378
10,1.633569598197937,0.1875,0.1875,1.0,0.001,0.7790887951850891,0.06929206848144531,0.7409310340881348,230.90665859230918,0.0,0.12602756917476654,0.2682799696922302
11,1.6181460618972778,0.1875,0.1875,1.0,0.001,0.9535956382751465,0.10127592086791992,0.8471512794494629,157.98424603679064,0.0,0.05930406600236893,-0.18437239527702332
12,1.604167103767395,0.1875,0.1875,1.0,0.001,0.9308217167854309,0.07007479667663574,0.9210870265960693,228.32745521664427,0.0,0.18547053635120392,-0.3285343647003174
13,1.6562131643295288,0.125,0.125,1.0,0.001,0.6033989787101746,0.0692908763885498,0.9940721988677979,230.91063115264583,0.0,0.4347785413265228,0.12405900657176971
14,1.5989936590194702,0.1875,0.1875,1.0,0.001,1.1906229257583618,0.06731700897216797,1.0652720928192139,237.68138609092327,0.0,0.15120390057563782,-0.07946596294641495
15,1.6196197271347046,0.25,0.25,1.0,0.001,0.8409463763237,0.066375732421875,1.1359260082244873,241.0519540229885,0.0,-0.3584015369415283,-0.15103645622730255
16,1.6649835109710693,0.0625,0.0625,1.0,0.001,1.1811442375183105,0.06816577911376953,1.2080600261688232,234.72188256362188,0.0,-0.280123770236969,0.0645267590880394
17,1.620468020439148,0.1875,0.1875,1.0,0.001,1.0308266878128052,0.06896710395812988,1.2813241481781006,231.99466240765517,0.0,-0.25028109550476074,0.35465574264526367
18,1.6228221654891968,0.3125,0.3125,1.0,0.001,0.7340165972709656,0.06940698623657227,1.3551959991455078,230.52434441490274,0.0,0.07432204484939575,-0.06613924354314804
19,1.6284021139144897,0.0625,0.0625,1.0,0.001,1.0138819217681885,0.06707978248596191,1.4268019199371338,238.52194218650592,0.0,0.0599115826189518,0.4066759943962097
20,1.5638357400894165,0.375,0.375,1.0,0.001,0.907433271408081,0.06833314895629883,1.4992692470550537,234.14697323889607,0.0,0.27548566460609436,-0.15083883702754974
21,1.5992497205734253,0.25,0.25,1.0,0.001,0.2839517593383789,0.0680997371673584,1.5716869831085205,234.94951178268465,0.0,0.28465425968170166,0.06841940432786942
22,1.6219967603683472,0.125,0.125,1.0,0.001,0.9382724761962891,0.06344771385192871,1.6395010948181152,252.17614676141125,0.0,-0.29635995626449585,-0.7281320095062256
23,1.6091231107711792,0.3125,0.3125,1.0,0.001,0.547929048538208,0.06418299674987793,1.7084980010986328,249.28720705192737,0.0,-0.10935545712709427,nan
24,1.610931396484375,0.125,0.125,1.0,0.001,0.9688256978988647,0.0663747787475586,1.7798259258270264,241.05541746289458,0.0,-0.2989198863506317,-0.5697576403617859
25,1.6158734560012817,0.25,0.25,1.0,0.001,0.9531281590461731,0.06615114212036133,1.85066819190979,241.87035154870287,0.0,-0.33420529961586,0.3200863003730774
26,1.5274962186813354,0.3125,0.3125,1.0,0.001,0.9977391958236694,0.06400680541992188,1.9190561771392822,249.973419154896,0.0,-0.0031634652987122536,0.5035672187805176
27,1.5707831382751465,0.375,0.375,1.0,0.001,0.8559660315513611,0.06238985061645508,1.9857051372528076,256.451968419685,0.0,-0.2701282799243927,0.285603404045105
28,1.6070181131362915,0.3125,0.3125,1.0,0.001,0.732684850692749,0.062148094177246094,2.051948070526123,257.44956803290006,0.0,-0.03019753284752369,0.2084457129240036
29,1.6291530132293701,0.125,0.125,1.0,0.001,0.8345121741294861,0.06524801254272461,2.121407985687256,245.2181970986955,0.0,0.2337864488363266,0.1418120563030243
30,1.6603429317474365,0.125,0.125,1.0,0.001,0.9581467509269714,0.06704902648925781,2.1935579776763916,238.63135436520355,0.0,0.36078229546546936,-0.17995385825634003
31,1.6559828519821167,0.125,0.125,1.0,0.001,0.8459532260894775,0.06446099281311035,2.2626140117645264,248.2121249107701,0.0,-0.18734674155712128,0.3526570796966553
32,1.570650577545166,0.3125,0.3125,1.0,0.001,0.5683448314666748,0.0639503002166748,2.331484079360962,250.19429065679444,0.0,0.4313340187072754,0.005245435517281294
33,1.6548717021942139,0.125,0.125,1.0,0.001,0.9695847630500793,0.06305098533630371,2.399209976196289,253.76288593522528,0.0,0.24282044172286987,0.18953809142112732
34,1.6972285509109497,0.0,0.0,1.0,0.001,1.6347650289535522,0.06428885459899902,2.468311071395874,248.87673143035153,0.0,-0.4048123061656952,-0.05417338386178017
35,1.676417350769043,0.0,0.0,1.0,0.001,1.485579013824463,0.06367993354797363,2.536616086959839,251.25654360091804,0.0,0.19590076804161072,-0.23354314267635345
36,1.5987522602081299,0.125,0.125,1.0,0.001,1.1565306186676025,0.06252098083496094,2.603950262069702,255.914091338967,0.0,-0.27488160133361816,0.1449541449546814
37,1.5989141464233398,0.3125,0.3125,1.0,0.001,0.6503002047538757,0.06578207015991211,2.6746020317077637,243.2273712442463,0.0,-0.3605007529258728,0.2813136875629425
38,1.586438775062561,0.25,0.25,1.0,0.001,0.24798686802387238,0.06319785118103027,2.7426090240478516,253.1731649256237,0.0,-0.8432695269584656,0.0267549566924572
39,1.6508135795593262,0.0,0.0,1.0,0.001,1.092870831489563,0.06377100944519043,2.810995101928711,250.89770632769418,0.0,-0.13300639390945435,0.1542513519525528
40,1.5798375606536865,0.4375,0.4375,1.0,0.001,1.1165982484817505,0.06569075584411621,2.881542921066284,243.56547271229317,0.0,-0.31421732902526855,0.16905809938907623
41,1.590455174446106,0.125,0.125,1.0,0.001,0.9408292770385742,0.06322693824768066,2.950205087661743,253.0566945583028,0.0,0.03134744614362717,0.40133941173553467
42,1.650758981704712,0.125,0.125,1.0,0.001,0.624801516532898,0.0655219554901123,3.0207440853118896,244.19295609109997,0.0,-0.43734854459762573,0.4312187731266022
43,1.6073617935180664,0.1875,0.1875,1.0,0.001,0.38568824529647827,0.06443381309509277,3.0907299518585205,248.3168267007086,0.0,-0.6343557238578796,0.225336953997612
44,1.597541093826294,0.3125,0.3125,1.0,0.001,0.5996481776237488,0.06674408912658691,3.1630091667175293,239.7216024576256,0.0,-0.16608195006847382,0.3893389105796814
45,1.5730232000350952,0.4375,0.4375,1.0,0.001,0.9535050988197327,0.07317304611206055,3.2420480251312256,218.65975041543123,0.0,-0.41249018907546997,0.1253010481595993
46,1.626425862312317,0.1875,0.1875,1.0,0.001,0.5254295468330383,0.07060885429382324,3.3180789947509766,226.60047610204117,0.0,-0.04764768108725548,0.05149281397461891
47,1.589172601699829,0.375,0.375,1.0,0.001,0.7672786116600037,0.06725692749023438,3.3911869525909424,237.89370994271454,0.0,-0.2260064333677292,0.08526159077882767
48,1.6367740631103516,0.125,0.125,1.0,0.001,0.651612401008606,0.07188105583190918,3.46872615814209,222.58994132494834,0.0,-0.49569132924079895,0.3056457042694092
49,1.5963354110717773,0.3125,0.3125,1.0,0.001,0.5044059753417969,0.07362008094787598,3.549551248550415,217.3320077076283,0.0,-0.1606566309928894,0.23068146407604218
50,1.6429312229156494,0.0625,0.0625,1.0,0.001,0.9816026091575623,0.07114887237548828,3.626857042312622,224.8805844112325,0.0,-0.12210362404584885,0.4002467095851898
